-1.133267 0.441884 0.000802
-1.133267 0.447896 0.001098
-1.133267 0.453908 0.001227
-1.133267 0.459920 0.001294
-1.133267 0.465932 0.001333
-1.133267 0.471944 0.001358
-1.133267 0.477956 0.001375
-1.133267 0.483968 0.001387
-1.133267 0.489980 0.001395
-1.133267 0.495992 0.001400
-1.133267 0.502004 0.001404
-1.133267 0.508016 0.001406
-1.133267 0.514028 0.001406
-1.133267 0.520040 0.001406
-1.133267 0.526052 0.001404
-1.133267 0.532064 0.001401
-1.133267 0.538076 0.001398
-1.133267 0.544088 0.001393
-1.133267 0.550100 0.001388
-1.133267 0.556112 0.001382
-1.133267 0.562124 0.001375
-1.133267 0.568136 0.001367
-1.133267 0.574148 0.001358
-1.133267 0.580160 0.001348
-1.133267 0.586172 0.001337
-1.133267 0.592184 0.001325
-1.133267 0.598196 0.001310
-1.133267 0.604208 0.001293
-1.133267 0.610220 0.001273
-1.133267 0.616232 0.001249
-1.133267 0.622244 0.001217
-1.133267 0.628257 0.001173
-1.133267 0.634269 0.001105
-1.133267 0.640281 0.000981
-1.133267 0.646293 0.000713
-1.127255 0.393788 0.000821
-1.127255 0.399800 0.001133
-1.127255 0.405812 0.001279
-1.127255 0.411824 0.001366
-1.127255 0.417836 0.001431
-1.127255 0.423848 0.001494
-1.127255 0.429860 0.001578
-1.127255 0.435872 0.001727
-1.127255 0.441884 0.002082
-1.127255 0.447896 0.002332
-1.127255 0.453908 0.002488
-1.127255 0.459920 0.002587
-1.127255 0.465932 0.002651
-1.127255 0.471944 0.002695
-1.127255 0.477956 0.002726
-1.127255 0.483968 0.002748
-1.127255 0.489980 0.002763
-1.127255 0.495992 0.002774
-1.127255 0.502004 0.002781
-1.127255 0.508016 0.002784
-1.127255 0.514028 0.002785
-1.127255 0.520040 0.002784
-1.127255 0.526052 0.002781
-1.127255 0.532064 0.002776
-1.127255 0.538076 0.002769
-1.127255 0.544088 0.002760
-1.127255 0.550100 0.002749
-1.127255 0.556112 0.002737
-1.127255 0.562124 0.002724
-1.127255 0.568136 0.002708
-1.127255 0.574148 0.002691
-1.127255 0.580160 0.002671
-1.127255 0.586172 0.002649
-1.127255 0.592184 0.002624
-1.127255 0.598196 0.002595
-1.127255 0.604208 0.002563
-1.127255 0.610220 0.002524
-1.127255 0.616232 0.002478
-1.127255 0.622244 0.002420
-1.127255 0.628257 0.002344
-1.127255 0.634269 0.002238
-1.127255 0.640281 0.002081
-1.127255 0.646293 0.001843
-1.127255 0.652305 0.001513
-1.127255 0.658317 0.001365
-1.127255 0.664329 0.001274
-1.127255 0.670341 0.001197
-1.127255 0.676353 0.001107
-1.127255 0.682365 0.000970
-1.127255 0.688377 0.000696
-1.121242 0.357715 0.000835
-1.121242 0.363727 0.001163
-1.121242 0.369739 0.001329
-1.121242 0.375752 0.001444
-1.121242 0.381764 0.001561
-1.121242 0.387776 0.001737
-1.121242 0.393788 0.002121
-1.121242 0.399800 0.002401
-1.121242 0.405812 0.002589
-1.121242 0.411824 0.002724
-1.121242 0.417836 0.002834
-1.121242 0.423848 0.002939
-1.121242 0.429860 0.003060
-1.121242 0.435872 0.003219
-1.121242 0.441884 0.003438
-1.121242 0.447896 0.003631
-1.121242 0.453908 0.003778
-1.121242 0.459920 0.003884
-1.121242 0.465932 0.003961
-1.121242 0.471944 0.004017
-1.121242 0.477956 0.004057
-1.121242 0.483968 0.004087
-1.121242 0.489980 0.004108
-1.121242 0.495992 0.004123
-1.121242 0.502004 0.004132
-1.121242 0.508016 0.004137
-1.121242 0.514028 0.004138
-1.121242 0.520040 0.004136
-1.121242 0.526052 0.004131
-1.121242 0.532064 0.004123
-1.121242 0.538076 0.004113
-1.121242 0.544088 0.004100
-1.121242 0.550100 0.004084
-1.121242 0.556112 0.004067
-1.121242 0.562124 0.004046
-1.121242 0.568136 0.004023
-1.121242 0.574148 0.003997
-1.121242 0.580160 0.003968
-1.121242 0.586172 0.003936
-1.121242 0.592184 0.003899
-1.121242 0.598196 0.003858
-1.121242 0.604208 0.003811
-1.121242 0.610220 0.003757
-1.121242 0.616232 0.003692
-1.121242 0.622244 0.003614
-1.121242 0.628257 0.003518
-1.121242 0.634269 0.003395
-1.121242 0.640281 0.003237
-1.121242 0.646293 0.003039
-1.121242 0.652305 0.002818
-1.121242 0.658317 0.002648
-1.121242 0.664329 0.002510
-1.121242 0.670341 0.002380
-1.121242 0.676353 0.002235
-1.121242 0.682365 0.002050
-1.121242 0.688377 0.001790
-1.121242 0.694389 0.001444
-1.121242 0.700401 0.001272
-1.121242 0.706413 0.001140
-1.121242 0.712425 0.000981
-1.121242 0.718437 0.000697
-1.115230 0.327655 0.000846
-1.115230 0.333667 0.001189
-1.115230 0.339679 0.001378
-1.115230 0.345691 0.001534
-1.115230 0.351703 0.001737
-1.115230 0.357715 0.002148
-1.115230 0.363727 0.002456
-1.115230 0.369739 0.002678
-1.115230 0.375752 0.002857
-1.115230 0.381764 0.003032
-1.115230 0.387776 0.003236
-1.115230 0.393788 0.003496
-1.115230 0.399800 0.003731
-1.115230 0.405812 0.003921
-1.115230 0.411824 0.004076
-1.115230 0.417836 0.004211
-1.115230 0.423848 0.004339
-1.115230 0.429860 0.004473
-1.115230 0.435872 0.004623
-1.115230 0.441884 0.004790
-1.115230 0.447896 0.004946
-1.115230 0.453908 0.005078
-1.115230 0.459920 0.005182
-1.115230 0.465932 0.005262
-1.115230 0.471944 0.005324
-1.115230 0.477956 0.005370
-1.115230 0.483968 0.005405
-1.115230 0.489980 0.005430
-1.115230 0.495992 0.005448
-1.115230 0.502004 0.005459
-1.115230 0.508016 0.005465
-1.115230 0.514028 0.005466
-1.115230 0.520040 0.005463
-1.115230 0.526052 0.005456
-1.115230 0.532064 0.005446
-1.115230 0.538076 0.005432
-1.115230 0.544088 0.005415
-1.115230 0.550100 0.005394
-1.115230 0.556112 0.005371
-1.115230 0.562124 0.005344
-1.115230 0.568136 0.005314
-1.115230 0.574148 0.005280
-1.115230 0.580160 0.005242
-1.115230 0.586172 0.005200
-1.115230 0.592184 0.005153
-1.115230 0.598196 0.005100
-1.115230 0.604208 0.005040
-1.115230 0.610220 0.004972
-1.115230 0.616232 0.004893
-1.115230 0.622244 0.004801
-1.115230 0.628257 0.004692
-1.115230 0.634269 0.004562
-1.115230 0.640281 0.004408
-1.115230 0.646293 0.004232
-1.115230 0.652305 0.004045
-1.115230 0.658317 0.003873
-1.115230 0.664329 0.003712
-1.115230 0.670341 0.003552
-1.115230 0.676353 0.003379
-1.115230 0.682365 0.003180
-1.115230 0.688377 0.002946
-1.115230 0.694389 0.002690
-1.115230 0.700401 0.002477
-1.115230 0.706413 0.002282
-1.115230 0.712425 0.002064
-1.115230 0.718437 0.001783
-1.115230 0.724449 0.001424
-1.115230 0.730461 0.001243
-1.115230 0.736473 0.001105
-1.115230 0.742485 0.000944
-1.115230 0.748497 0.000666
-1.109218 0.303607 0.000884
-1.109218 0.309619 0.001254
-1.109218 0.315631 0.001481
-1.109218 0.321643 0.001723
-1.109218 0.327655 0.002164
-1.109218 0.333667 0.002502
-1.109218 0.339679 0.002760
-1.109218 0.345691 0.002988
-1.109218 0.351703 0.003235
-1.109218 0.357715 0.003533
-1.109218 0.363727 0.003806
-1.109218 0.369739 0.004039
-1.109218 0.375752 0.004245
-1.109218 0.381764 0.004443
-1.109218 0.387776 0.004648
-1.109218 0.393788 0.004867
-1.109218 0.399800 0.005074
-1.109218 0.405812 0.005258
-1.109218 0.411824 0.005420
-1.109218 0.417836 0.005566
-1.109218 0.423848 0.005704
-1.109218 0.429860 0.005840
-1.109218 0.435872 0.005981
-1.109218 0.441884 0.006124
-1.109218 0.447896 0.006258
-1.109218 0.453908 0.006375
-1.109218 0.459920 0.006474
-1.109218 0.465932 0.006554
-1.109218 0.471944 0.006617
-1.109218 0.477956 0.006667
-1.109218 0.483968 0.006704
-1.109218 0.489980 0.006732
-1.109218 0.495992 0.006751
-1.109218 0.502004 0.006764
-1.109218 0.508016 0.006770
-1.109218 0.514028 0.006770
-1.109218 0.520040 0.006766
-1.109218 0.526052 0.006757
-1.109218 0.532064 0.006743
-1.109218 0.538076 0.006726
-1.109218 0.544088 0.006705
-1.109218 0.550100 0.006679
-1.109218 0.556112 0.006650
-1.109218 0.562124 0.006617
-1.109218 0.568136 0.006580
-1.109218 0.574148 0.006539
-1.109218 0.580160 0.006493
-1.109218 0.586172 0.006442
-1.109218 0.592184 0.006385
-1.109218 0.598196 0.006322
-1.109218 0.604208 0.006251
-1.109218 0.610220 0.006171
-1.109218 0.616232 0.006081
-1.109218 0.622244 0.005978
-1.109218 0.628257 0.005860
-1.109218 0.634269 0.005726
-1.109218 0.640281 0.005575
-1.109218 0.646293 0.005408
-1.109218 0.652305 0.005234
-1.109218 0.658317 0.005060
-1.109218 0.664329 0.004887
-1.109218 0.670341 0.004711
-1.109218 0.676353 0.004524
-1.109218 0.682365 0.004320
-1.109218 0.688377 0.004098
-1.109218 0.694389 0.003866
-1.109218 0.700401 0.003642
-1.109218 0.706413 0.003420
-1.109218 0.712425 0.003185
-1.109218 0.718437 0.002923
-1.109218 0.724449 0.002647
-1.109218 0.730461 0.002419
-1.109218 0.736473 0.002210
-1.109218 0.742485 0.001982
-1.109218 0.748497 0.001695
-1.109218 0.754509 0.001331
-1.109218 0.760521 0.001127
