-1.133267 0.441884 0.000802
-1.133267 0.447896 0.001097
-1.133267 0.453908 0.001227
-1.133267 0.459920 0.001294
-1.133267 0.465932 0.001333
-1.133267 0.471944 0.001358
-1.133267 0.477956 0.001374
-1.133267 0.483968 0.001386
-1.133267 0.489980 0.001394
-1.133267 0.495992 0.001400
-1.133267 0.502004 0.001403
-1.133267 0.508016 0.001405
-1.133267 0.514028 0.001406
-1.133267 0.520040 0.001405
-1.133267 0.526052 0.001403
-1.133267 0.532064 0.001401
-1.133267 0.538076 0.001397
-1.133267 0.544088 0.001393
-1.133267 0.550100 0.001388
-1.133267 0.556112 0.001382
-1.133267 0.562124 0.001375
-1.133267 0.568136 0.001367
-1.133267 0.574148 0.001358
-1.133267 0.580160 0.001348
-1.133267 0.586172 0.001337
-1.133267 0.592184 0.001324
-1.133267 0.598196 0.001310
-1.133267 0.604208 0.001293
-1.133267 0.610220 0.001273
-1.133267 0.616232 0.001248
-1.133267 0.622244 0.001217
-1.133267 0.628257 0.001172
-1.133267 0.634269 0.001104
-1.133267 0.640281 0.000981
-1.133267 0.646293 0.000712
-1.127255 0.393788 0.000821
-1.127255 0.399800 0.001132
-1.127255 0.405812 0.001279
-1.127255 0.411824 0.001365
-1.127255 0.417836 0.001430
-1.127255 0.423848 0.001494
-1.127255 0.429860 0.001577
-1.127255 0.435872 0.001727
-1.127255 0.441884 0.002081
-1.127255 0.447896 0.002331
-1.127255 0.453908 0.002487
-1.127255 0.459920 0.002586
-1.127255 0.465932 0.002650
-1.127255 0.471944 0.002694
-1.127255 0.477956 0.002725
-1.127255 0.483968 0.002747
-1.127255 0.489980 0.002762
-1.127255 0.495992 0.002773
-1.127255 0.502004 0.002780
-1.127255 0.508016 0.002783
-1.127255 0.514028 0.002784
-1.127255 0.520040 0.002783
-1.127255 0.526052 0.002779
-1.127255 0.532064 0.002774
-1.127255 0.538076 0.002767
-1.127255 0.544088 0.002759
-1.127255 0.550100 0.002748
-1.127255 0.556112 0.002736
-1.127255 0.562124 0.002722
-1.127255 0.568136 0.002707
-1.127255 0.574148 0.002689
-1.127255 0.580160 0.002670
-1.127255 0.586172 0.002648
-1.127255 0.592184 0.002623
-1.127255 0.598196 0.002594
-1.127255 0.604208 0.002562
-1.127255 0.610220 0.002523
-1.127255 0.616232 0.002477
-1.127255 0.622244 0.002419
-1.127255 0.628257 0.002343
-1.127255 0.634269 0.002237
-1.127255 0.640281 0.002080
-1.127255 0.646293 0.001842
